ApplStandard,MEPSComp,N-Standard,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,ExpDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,EER,Variable Output Compressor,Type variable output,Var output compressor,Rated cooling power input kW,Rated heating power input kW,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,1.85,Ducted,Single Split System,,Air,Air,Malaysia,3,8.15,10,700,0,0,0,360,2.57,10,Enthalpy Test Room,3.6589,3.9787,TRUE,0,19,19,0,0,3.574483686,3.878821533,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.6589,TRUE,Variable output compressor,Inverter,3,2.57,3.2635,3.7962
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2,Ducted,Single Split System,,Air,Air,Malaysia,2.73,8,10,700,0,0,0,290,2.32,10,Enthalpy Test Room,3.6959,4.3696,TRUE,0,19,19,0,0,3.610826386,4.251810576,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",17/4/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.6959,TRUE,Variable output compressor,Inverter,2.73,2.32,3.5788,4.1942
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.082,Non Ducted,Single Split System,Cassette,Air,Air,Malaysia,3.49,9.418,12.5,840,0,0,0,319,2.82,12.5,Calorimeter Room,3.5094,4.3559,TRUE,0,16,16,0,0,3.456716716,4.274709663,2.4134,4.0494,2,4,Calorimeter Room,Single,R32,"Australia,New Zealand",7/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.5094,TRUE,Variable output compressor,Inverter,3.49,2.82,3.527,4.3492
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.766,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Malaysia,3.76,8.734,12.5,690,0,0,0,235,3.21,12.5,Calorimeter Room,3.3014,3.838,TRUE,0,16,16,0,0,3.254700712,3.774847327,2.0094,3.0497,2,3,Calorimeter Room,Single,R32,"Australia,New Zealand",7/3/23,Approved,Reverse Cycle,1590,Class 5,TRUE,,TRUE,TRUE,TRUE,3.3014,TRUE,Variable output compressor,Inverter,3.76,3.21,3.2773,3.8296
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2.313,Ducted,Single Split System,,Air,Air,Malaysia,3.79,10.187,12.5,700,0,0,0,430,3.13,12.5,Enthalpy Test Room,3.5826,4.0924,TRUE,0,19,19,0,0,3.51735436,4.008641842,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.5826,TRUE,Variable output compressor,Inverter,3.79,3.13,3.2432,3.9133
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2.948,Ducted,Single Split System,,Air,Air,Malaysia,3.55,9.552,12.5,700,0,0,0,290,3.11,12.5,Enthalpy Test Room,3.5787,4.071,TRUE,0,19,19,0,0,3.514691214,3.988340994,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.5787,TRUE,Variable output compressor,Inverter,3.55,3.11,3.4586,3.938
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.868,Non Ducted,Single Split System,Cassette,Air,Air,Malaysia,4.34,10.132,14,840,0,0,0,319,3.35,14,Calorimeter Room,3.1681,4.0944,TRUE,0,16,16,0,0,3.129556624,4.029900294,1.7591,3.5598,1.5,3.5,Calorimeter Room,Single,R32,"Australia,New Zealand",7/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.1681,TRUE,Variable output compressor,Inverter,4.34,3.35,3.1861,4.1127
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,4.274,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Malaysia,4.32,9.326,13.6,690,0,0,0,235,3.78,14,Calorimeter Room,3.0676,3.6605,TRUE,55.94,16,16,4.415554266,0,3.030166348,3.608937558,1.5603,2.7179,1.5,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",7/3/23,Approved,Reverse Cycle,1590,Class 5,TRUE,,TRUE,TRUE,TRUE,3.0676,TRUE,Variable output compressor,Inverter,4.32,3.78,3.1092,3.6515
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2.59,Ducted,Single Split System,,Air,Air,Malaysia,4.44,11.41,14,700,0,0,0,430,3.83,14,Enthalpy Test Room,3.3772,3.9272,TRUE,0,19,19,0,0,3.325540091,3.857813282,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3772,TRUE,Variable output compressor,Inverter,4.44,3.83,3.1082,3.5951
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3.726,Ducted,Single Split System,,Air,Air,Malaysia,4.4,10.274,14,700,0,0,0,290,3.69,14,Enthalpy Test Room,3.2315,3.842,TRUE,0,19,19,0,0,3.184886442,3.77594894,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",24/4/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2315,TRUE,Variable output compressor,Inverter,4.4,3.69,3.136,3.7291
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,0.6,Ducted,Single Split System,,Air,,Thailand,2.89,9.5,10.1,760,0,0,0,500,0,0,Enthalpy Test Room,3.485,0,FALSE,0,1,0,0,0,3.480923189,0,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,685,Class 7,FALSE,FALSE,,,,3.485,,,,2.89,0,3.4907,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,1.5,Ducted,Single Split System,,Air,,Thailand,3.53,10.3,11.8,760,0,0,0,500,0,0,Enthalpy Test Room,3.3387,0,FALSE,0,1,0,0,0,3.335517656,0,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,685,Class 7,FALSE,FALSE,,,,3.3387,,,,3.53,0,3.3396,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,2.8,Ducted,Single Split System,,Air,,Thailand,4.27,12,14.8,815,0,0,0,560,0,0,Enthalpy Test Room,3.4608,0,FALSE,0,1,0,0,0,3.458104187,0,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,730,Class 7,FALSE,FALSE,,,,3.4608,,,,4.27,0,3.4633,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,3.8,Ducted,Single Split System,,Air,,Thailand,5.05,14,17.8,815,0,0,0,560,0,0,Enthalpy Test Room,3.5206,0,FALSE,0,1,0,0,0,3.518239277,0,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,850,Class 7,FALSE,FALSE,,,,3.5206,,,,5.05,0,3.5224,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,3.8,Ducted,Single Split System,,Air,,Thailand,4.99,14,17.8,815,0,0,0,560,0,0,Enthalpy Test Room,3.5556,0,FALSE,0,1,0,0,0,3.553240602,0,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,850,Class 7,FALSE,FALSE,,,,3.5556,,,,4.99,0,3.5647,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,4.5,Ducted,Single Split System,,Air,,Thailand,5.89,16.6,21.1,945,0,0,0,590,0,0,Enthalpy Test Room,3.5792,0,FALSE,0,1,0,0,0,3.577110023,0,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,850,Class 11,FALSE,FALSE,,,,3.5792,,,,5.89,0,3.5803,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,1.85,Non Ducted,Single Split System,Cassette,Air,Air,Malaysia,2.62,8.15,10,840,0,0,0,319,2.03,10,Calorimeter Room,3.7522,4.8293,TRUE,0,19,19,0,0,3.663038894,4.681435424,0,0,0,0,Calorimeter Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.7522,TRUE,Variable output compressor,Inverter,2.62,2.03,3.7255,4.775
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Braemar,4.8,Ducted,Single Split System,,Air,,Thailand,6.73,18.5,23.3,945,0,0,0,590,0,0,Enthalpy Test Room,3.4629,0,FALSE,0,1,0,0,0,3.461114626,0,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",7/3/23,Approved,Cooling Only,850,Class 11,FALSE,FALSE,,,,3.4629,,,,6.73,0,3.4604,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,2.65,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Malaysia,2.75,7.35,10,690,0,0,0,235,2.36,10,Calorimeter Room,3.6088,4.1911,TRUE,0,19,19,0,0,3.526264418,4.079110527,0,0,0,0,Calorimeter Room,Three,R32,"Australia,New Zealand",24/4/23,Approved,Reverse Cycle,1590,Class 5,TRUE,,TRUE,TRUE,TRUE,3.6088,TRUE,Variable output compressor,Inverter,2.75,2.36,3.5534,4.125
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,1.85,Ducted,Single Split System,,Air,Air,Malaysia,3,8.15,10,700,0,0,0,360,2.57,10,Enthalpy Test Room,3.6599,3.9737,TRUE,0,19,19,0,0,3.574914504,3.873236663,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.6599,TRUE,Variable output compressor,Inverter,3,2.57,3.2635,3.7962
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2,Ducted,Single Split System,,Air,Air,Malaysia,2.73,8,10,700,0,0,0,290,2.32,10,Enthalpy Test Room,3.7002,4.3732,TRUE,0,19,19,0,0,3.614989137,4.255274492,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",24/4/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.7002,TRUE,Variable output compressor,Inverter,2.73,2.32,3.5788,4.1942
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.14,Non Ducted,Single Split System,Cassette,Air,Air,Malaysia,3.49,9.36,12.5,840,0,0,0,319,2.82,12.5,Calorimeter Room,3.5227,4.3461,TRUE,0,19,19,0,0,3.459699016,4.250450463,0,0,0,0,Calorimeter Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.5227,TRUE,Variable output compressor,Inverter,3.49,2.82,3.5169,4.3339
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.766,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Malaysia,3.76,8.734,12.5,690,0,0,0,235,3.21,12.5,Calorimeter Room,3.3137,3.8295,TRUE,0,19,19,0,0,3.257995088,3.755191614,0,0,0,0,Calorimeter Room,Three,R32,"Australia,New Zealand",24/4/23,Approved,Reverse Cycle,1590,Class 5,TRUE,,TRUE,TRUE,TRUE,3.3137,TRUE,Variable output compressor,Inverter,3.76,3.21,3.2686,3.8177
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2.313,Ducted,Single Split System,,Air,Air,Malaysia,3.79,10.187,12.5,700,0,0,0,430,3.13,12.5,Enthalpy Test Room,3.5882,4.0716,TRUE,0,19,19,0,0,3.522681368,3.987871492,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.5882,TRUE,Variable output compressor,Inverter,3.79,3.13,3.2432,3.9133
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2.95,Ducted,Single Split System,,Air,Air,Malaysia,3.55,9.55,12.5,700,0,0,0,290,3.11,12.5,Enthalpy Test Room,3.5817,4.0746,TRUE,0,19,19,0,0,3.517621551,3.991813287,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",24/4/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.5817,TRUE,Variable output compressor,Inverter,3.55,3.11,3.4586,3.938
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.898,Non Ducted,Single Split System,Cassette,Air,Air,Malaysia,4.34,10.102,14,840,0,0,0,319,3.35,14,Calorimeter Room,3.1932,4.1214,TRUE,0,19,19,0,0,3.146742353,4.044321168,0,0,0,0,Calorimeter Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.1932,TRUE,Variable output compressor,Inverter,4.34,3.35,3.1788,4.1005
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,4.274,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Malaysia,4.32,9.326,13.6,690,0,0,0,235,3.78,14,Calorimeter Room,3.0919,3.6843,TRUE,55.16,19,19,4.405167352,0,3.046808009,3.62257639,0,0,0,0,Calorimeter Room,Three,R32,"Australia,New Zealand",24/4/23,Approved,Reverse Cycle,1590,Class 5,TRUE,,TRUE,TRUE,TRUE,3.0919,TRUE,Variable output compressor,Inverter,4.32,3.78,3.102,3.6418
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,2.59,Ducted,Single Split System,,Air,Air,Malaysia,4.44,11.41,14,700,0,0,0,430,3.83,14,Enthalpy Test Room,3.4013,3.9095,TRUE,0,19,19,0,0,3.348961501,3.841173814,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4013,TRUE,Variable output compressor,Inverter,4.44,3.83,3.1082,3.5951
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3.724,Ducted,Single Split System,,Air,Air,Malaysia,4.4,10.276,14,700,0,0,0,290,3.69,14,Enthalpy Test Room,3.2343,3.846,TRUE,0,19,19,0,0,3.187623253,3.779846888,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",20/4/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2343,TRUE,Variable output compressor,Inverter,4.4,3.69,3.136,3.7291
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TEMPERZONE,8.6,Ducted,Single Split System,,Air,Air,"New Zealand,Australia",16.8,46.37,54.97,,0,0,0,,15.34,53.36,Enthalpy Test Room,3.272,3.4785,FALSE,0,19.38,17.99,0,0,3.259315506,3.464753683,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 12,FALSE,TRUE,,,,3.272,,,,16.8,15.34,3.2593,3.4648
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TEMPERZONE,8.18,Ducted,Single Split System,,Air,Air,"New Zealand,Australia",17.55,45.81,53.99,,0,0,0,,16.28,55.01,Enthalpy Test Room,3.0764,3.379,FALSE,0,19.38,17.99,0,0,3.064913656,3.366418971,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",20/3/23,Approved,Reverse Cycle,,Class 12,FALSE,TRUE,,,,3.0764,,,,17.55,16.28,3.0649,3.3664
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,1.3,Non Ducted,Single Split System,Cassette,Air,Air,China,1.8,5.8,7.1,840,0,0,0,256,1.86,8,Calorimeter Room,3.8445,4.132,TRUE,0,13,13,0,0,3.754131149,4.038684998,3.0083,3.5774,3,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,840,Class 4,TRUE,,TRUE,TRUE,TRUE,3.8445,TRUE,Variable output compressor,Inverter,1.8,1.86,3.8505,4.2018
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,0.8,Non Ducted,Single Split System,Cassette,Air,Air,China,1.46,5.2,6,840,0,0,0,256,1.64,7,Calorimeter Room,4.1099,4.3617,TRUE,0,13,13,0,0,3.989492913,4.245768146,3.479,3.9915,3,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,840,Class 4,TRUE,,TRUE,TRUE,TRUE,4.1099,TRUE,Variable output compressor,Inverter,1.46,1.64,3.9895,4.1569
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,1.4,Non Ducted,Single Split System,Cassette,Air,Air,China,2.34,8.6,10,840,0,0,0,319,2.24,11.2,Calorimeter Room,4.0762,4.7743,TRUE,0,13,13,0,0,4.003351037,4.685312312,0,0,0,0,Calorimeter Room,Three,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,4.0762,TRUE,Variable output compressor,Inverter,2.34,2.24,4.1947,4.9038
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,1.4,Non Ducted,Single Split System,Cassette,Air,Air,China,2.34,8.6,10,840,0,0,0,319,2.24,11.2,Calorimeter Room,4.0771,4.7716,TRUE,0,13,13,0,0,4.004171181,4.682631986,3.5083,4.8653,3.5,4.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,4.0771,TRUE,Variable output compressor,Inverter,2.34,2.24,4.1947,4.9038
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,2.7,Non Ducted,Single Split System,Cassette,Air,Air,China,3.37,9.8,12.5,840,0,0,0,319,3.04,14,Calorimeter Room,3.5322,4.4058,TRUE,0,13,13,0,0,3.488332665,4.344593697,0,0,0,0,Calorimeter Room,Three,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.5322,TRUE,Variable output compressor,Inverter,3.37,3.04,3.6615,4.5396
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.4,Non Ducted,Single Split System,Cassette,Air,Air,China,4.24,10.6,14,840,0,0,0,319,3.72,16,Calorimeter Room,3.1244,4.1193,TRUE,58.52,13,13,4.607986502,0,3.09356691,4.072399363,1.6871,3.6448,1.5,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.1244,TRUE,Variable output compressor,Inverter,4.24,3.72,3.268,4.2509
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,3.4,Non Ducted,Single Split System,Cassette,Air,Air,China,4.24,10.6,14,840,0,0,0,319,3.72,16,Calorimeter Room,3.1179,4.1137,TRUE,58.46,13,13,4.597752809,0,3.087154295,4.066902594,0,0,0,0,Calorimeter Room,Three,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.1179,TRUE,Variable output compressor,Inverter,4.24,3.72,3.268,4.2509
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,1.1,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,China,1.49,4.9,6,,0,0,0,,1.74,7,Calorimeter Room,4.093,4.081,TRUE,0,13,13,0,0,3.972752918,3.979101049,3.4455,3.4582,3,3,Calorimeter Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,,Class 4,TRUE,,TRUE,TRUE,TRUE,4.093,TRUE,Variable output compressor,Inverter,1.49,1.74,3.9115,3.9239
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,1.8,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,China,1.93,5.3,7.1,,0,0,0,,1.93,8,Calorimeter Room,3.6095,4.108,TRUE,0,13,13,0,0,3.530859053,4.015931135,2.5617,3.5319,2.5,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,,Class 4,TRUE,,TRUE,TRUE,TRUE,3.6095,TRUE,Variable output compressor,Inverter,1.93,1.93,3.5969,4.0528
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,1.56,Ducted,Single Split System,,Air,Air,China,1.85,5.54,7.1,700,0,0,0,290,2.08,8,Enthalpy Test Room,3.7049,3.8536,TRUE,0,13,13,0,0,3.62044462,3.773522427,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,1000,Class 6,TRUE,,TRUE,TRUE,TRUE,3.7049,TRUE,Variable output compressor,Inverter,1.85,2.08,3.7488,3.7666
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,1.6,Ducted,Single Split System,,Air,Air,China,2.44,8.4,10,700,0,0,0,290,2.6,11.2,Enthalpy Test Room,4.1337,4.304,TRUE,0,13,13,0,0,4.060324826,4.232776343,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,4.1337,TRUE,Variable output compressor,Inverter,2.44,2.6,4.0259,4.2361
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3,Ducted,Single Split System,,Air,Air,China,3.57,9.5,12.5,700,0,0,0,290,3.48,14,Calorimeter Room,3.5126,3.8974,TRUE,0,13,13,0,0,3.470274009,3.849772053,0,0,0,0,Calorimeter Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.5126,TRUE,Variable output compressor,Inverter,3.57,3.48,3.4588,3.9728
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3.72,Ducted,Single Split System,,Air,Air,China,4.31,10.28,14,700,0,0,0,290,4.44,16,Enthalpy Test Room,3.074,3.6858,TRUE,56.62,13,13,4.143753267,0,3.043242973,3.64912074,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.074,TRUE,Variable output compressor,Inverter,4.31,4.44,3.2155,3.5683
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,1.6,Ducted,Single Split System,,Air,Air,China,2.44,8.4,10,700,0,0,0,290,2.6,11.2,Enthalpy Test Room,4.117,4.2874,TRUE,0,13,13,0,0,4.044067222,4.216555052,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,4.117,TRUE,Variable output compressor,Inverter,2.44,2.6,4.0259,4.2361
