ApplStandard,MEPSComp,N-Standard,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,ExpDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,EER,Variable Output Compressor,Type variable output,Var output compressor,Rated cooling power input kW,Rated heating power input kW,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINNAI,0.5,Non Ducted,Single Split System,Wall Hung,Air,,China,1.19,4.6,5.1,,0,0,0,,0,0,Calorimeter Room,4.3041,0,TRUE,0,1.5,0,0,0,4.285822141,0,4.0716,0,4,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",23/8/24,Approved,Cooling Only,,Class 4,TRUE,,TRUE,TRUE,TRUE,4.3041,TRUE,Variable output compressor,Inverter,1.19,0,4.2675,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINNAI,1,Non Ducted,Single Split System,Wall Hung,Air,,China,1.8,6.3,7.3,,0,0,0,,0,0,Calorimeter Room,4.0133,0,TRUE,0,1.5,0,0,0,4.002051769,0,3.5041,0,3.5,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",23/8/24,Approved,Cooling Only,,Class 4,TRUE,,TRUE,TRUE,TRUE,4.0133,TRUE,Variable output compressor,Inverter,1.8,0,4.0442,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINNAI,0.8,Non Ducted,Single Split System,Wall Hung,Air,,China,2.11,7.2,8,,0,0,0,,0,0,Calorimeter Room,3.7967,0,TRUE,0,1.5,0,0,0,3.787581498,0,3.0752,0,3,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",23/8/24,Approved,Cooling Only,,Class 4,TRUE,,TRUE,TRUE,TRUE,3.7967,TRUE,Variable output compressor,Inverter,2.11,0,3.7824,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,1.27,Ducted,Single Split System,,Air,Air,"China,South Korea",2.58,7.23,8.5,330,0,0,0,998,2.7,10,Calorimeter Room,3.4167,3.7923,TRUE,0,3,3,0,0,3.403102414,3.77803446,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",10/9/24,Approved,Reverse Cycle,940,Class 6,TRUE,,TRUE,TRUE,TRUE,3.4167,TRUE,Variable output compressor,Inverter,2.58,2.7,3.2817,3.6898
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,2.08,Ducted,Single Split System,,Air,Air,"China,South Korea",4.44,13.92,16,910,0,0,0,450,4.68,18,Calorimeter Room,3.7267,3.9683,TRUE,0,3,3,0,0,3.718347128,3.959585281,0,0,0,0,Calorimeter Room,Three,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1350,Class 7,TRUE,,TRUE,TRUE,TRUE,3.7267,TRUE,Variable output compressor,Inverter,4.44,4.68,3.5954,3.8378
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,2.08,Ducted,Single Split System,,Air,Air,"China,South Korea",4.44,13.92,16,910,0,0,0,450,4.68,18,Calorimeter Room,3.6152,4.0044,TRUE,0,3,3,0,0,3.607356278,3.995487408,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1350,Class 7,TRUE,,TRUE,TRUE,TRUE,3.6152,TRUE,"Variable output compressor,Thermostatic expansion value",Inverter,4.44,4.68,3.5954,3.8378
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,1.5,Ducted,Single Split System,,Air,Air,"South Korea,China",2.7,8.5,10,700,0,0,0,300,2.73,11.2,Calorimeter Room,3.749,4.1451,TRUE,0,3,3,0,0,3.735264569,4.130089636,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",14/8/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.749,TRUE,Variable output compressor,Inverter,2.7,2.73,3.6898,4.0874
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,2.1,Ducted,Single Split System,,Air,Air,"China,South Korea",4.43,11.9,14,700,0,0,0,300,4.57,16,Calorimeter Room,3.2955,3.7315,TRUE,0,3,3,0,0,3.287758155,3.722877095,0,0,0,0,Calorimeter Room,Three,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2955,TRUE,"Variable output compressor,Thermostatic expansion value",Inverter,4.43,4.57,3.1531,3.4933
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,1.5,Ducted,Single Split System,,Air,Air,"South Korea,China",2.7,8.5,10,700,0,0,0,300,2.73,11.2,Calorimeter Room,3.9064,4.2367,TRUE,0,3,3,0,0,3.891860644,4.220948029,0,0,0,0,Calorimeter Room,Three,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.9064,TRUE,Variable output compressor,Inverter,2.7,2.73,3.6898,4.0874
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,2.1,Ducted,Single Split System,,Air,Air,"China,South Korea",4.43,11.9,14,700,0,0,0,300,4.57,16,Calorimeter Room,3.2141,3.5724,TRUE,0,3,3,0,0,3.206724923,3.564427529,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2141,TRUE,"Variable output compressor,Thermostatic expansion value",Inverter,4.43,4.57,3.1531,3.4933
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,0.78,Ducted,Single Split System,,Air,Air,China,1.41,4.42,5.2,700,0,0,0,250,1.5,6,Calorimeter Room,3.8003,4.2078,TRUE,0,1,1,0,0,3.79142018,4.198080171,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,850,Class 6,TRUE,,TRUE,TRUE,TRUE,3.8003,TRUE,"Variable output compressor,Thermostatic expansion value",Inverter,1.41,1.5,3.6791,3.991
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,1.06,Ducted,Single Split System,,Air,Air,China,2.21,6.04,7.1,700,0,0,0,250,2,8,Calorimeter Room,3.2246,4.2409,TRUE,0,1,1,0,0,3.219695281,4.233518501,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1200,Class 6,TRUE,,TRUE,TRUE,TRUE,3.2246,TRUE,Variable output compressor,Inverter,2.21,2,3.2078,3.9933
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,1.8,Ducted,Single Split System,,Air,Air,"China,South Korea",3.48,10.2,12,700,0,0,0,300,3.68,14,Enthalpy Test Room,3.6428,3.9199,TRUE,0,3,3,0,0,3.63208947,3.909115184,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,Fiji,New Zealand",10/9/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.6428,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,3.48,3.68,3.4383,3.7939
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,1.8,Ducted,Single Split System,,Air,Air,"China,South Korea",3.48,10.2,12,700,0,0,0,300,3.68,14,Enthalpy Test Room,3.5535,3.8724,TRUE,0,3,3,0,0,3.543061964,3.861685189,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.5535,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,3.48,3.68,3.4383,3.7939
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SAMSUNG ELECTRONICS,2.2,Non Ducted,Single Split System,Cassette,Air,Air,"South Korea,China",2.56,7.8,10,840,0,0,0,288,2.87,11.2,Calorimeter Room,3.9678,3.932,TRUE,0,3,3,0,0,3.952813798,3.918700592,3.4056,3.3374,3,3,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,840,Class 5,FALSE,FALSE,,,,3.9678,TRUE,Variable output compressor,Inverter,2.56,2.87,3.8908,3.8887
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,SAMSUNG ELECTRONICS,2.2,Non Ducted,Single Split System,Cassette,Air,Air,"South Korea,China",2.56,7.8,10,947,0,0,0,365,2.95,11.2,Calorimeter Room,3.9573,3.8728,TRUE,0,3,3,0,0,3.942165008,3.859561585,3.3843,3.2191,3,3,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,947,Class 5,FALSE,FALSE,,,,3.9573,TRUE,Variable output compressor,Inverter,2.56,2.95,3.8908,3.7836
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,SAMSUNG ELECTRONICS,3.37,Non Ducted,Single Split System,Cassette,Air,Air,"South Korea,China",3.55,9.13,12.5,947,0,0,0,365,4,14,Calorimeter Room,3.5523,3.5012,TRUE,0,3,3,0,0,3.542079669,3.492530878,2.5842,2.4851,2.5,2,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,947,Class 5,FALSE,FALSE,,,,3.5523,TRUE,Variable output compressor,Inverter,3.55,4,3.5111,3.4911
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,SAMSUNG ELECTRONICS,4.2,Non Ducted,Single Split System,Cassette,Air,Air,"South Korea,China",4.38,9.8,14,840,0,0,0,288,4.85,16,Calorimeter Room,3.2301,3.4781,TRUE,0,3,3,0,0,3.222834468,3.470534138,1.9457,2.4411,1.5,2,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",10/9/24,Approved,Reverse Cycle,840,Class 5,FALSE,FALSE,,,,3.2301,TRUE,Variable output compressor,Inverter,4.38,4.85,3.189,3.2921
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,SAMSUNG ELECTRONICS,4.08,Non Ducted,Single Split System,Cassette,Air,Air,"South Korea,China",4.25,9.52,13.6,947,0,0,0,365,4.85,16,Calorimeter Room,3.2375,3.3109,TRUE,0,3,3,0,0,3.229918663,3.304029845,1.9598,2.1081,1.5,2,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,947,Class 5,FALSE,FALSE,,,,3.2375,TRUE,Variable output compressor,Inverter,4.25,4.85,3.1924,3.2921
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SAMSUNG ELECTRONICS,2.1,Ducted,Single Split System,,Air,Air,"South Korea,China",4.43,11.9,14,700,0,0,0,300,4.57,16,Calorimeter Room,3.2141,3.5724,TRUE,0,3,3,0,0,3.206724923,3.564427529,0,0,0,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",4/9/24,Approved,Reverse Cycle,1300,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2141,TRUE,Variable output compressor,Inverter,4.43,4.57,3.1531,3.4933
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FUJITSU,0.86,Ducted,Single Split System,,Air,Air,China,0.94,2.64,3.5,620,0,,,198,1.19,4.5,Enthalpy Test Room,3.8179,3.8825,TRUE,,12.48,12.16,0,0,3.653754898,3.75214198,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",15/9/24,Approved,Reverse Cycle,700,Class 6,FALSE,FALSE,,,,3.8179,TRUE,"Variable output compressor,Variable speed fan systems,Electronic Expansion Valve",Inverter,0.94,1.19,3.5635,3.6553
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FUJITSU,0.45,Ducted,Single Split System,,Air,Air,China,0.66,2.15,2.6,620,0,,,198,0.83,3.5,Enthalpy Test Room,4.078,4.3434,TRUE,,12.48,12.16,0,0,3.830892594,4.137768333,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",15/9/24,Approved,Reverse Cycle,700,Class 6,FALSE,FALSE,,,,4.078,TRUE,"Variable output compressor,Variable speed fan systems,Electronic Expansion Valve",Inverter,0.66,0.83,3.7027,4.0179
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,0.25,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.65,2.25,2.5,210,0,0,0,306,0.65,2.5,Calorimeter Room,3.8946,4.1111,TRUE,0,1.5,1.5,0,0,3.86419924,4.077333204,3.2284,3.6547,3,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",24/9/24,Approved,Reverse Cycle,814,Class 3,TRUE,,TRUE,TRUE,TRUE,3.8946,TRUE,Variable output compressor,Inverter,0.65,0.65,3.8164,3.8164
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,0.3,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.81,2.9,3.2,210,0,0,0,306,0.83,3.2,Calorimeter Room,3.9888,3.8865,TRUE,0,1.5,1.5,0,0,3.963810301,3.862820651,3.4276,3.2256,3,3,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",24/9/24,Approved,Reverse Cycle,814,Class 3,TRUE,,TRUE,TRUE,TRUE,3.9888,TRUE,Variable output compressor,Inverter,0.81,0.83,3.926,3.832
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.51,4.5,5,225,0,0,0,310,1.42,5,Calorimeter Room,3.3218,3.583,TRUE,0,1.99,1.99,0,0,3.306800405,3.565668543,2.1136,2.6313,2,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",24/9/24,Approved,Reverse Cycle,972,Class 4,TRUE,,TRUE,TRUE,TRUE,3.3218,TRUE,Variable output compressor,Inverter,1.51,1.42,3.2966,3.5045
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,1.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.05,5.6,7,235,0,0,0,327,1.95,7,Calorimeter Room,3.4191,3.5923,TRUE,0,1.63,1.63,0,0,3.40980407,3.58218682,2.3196,2.6644,2,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1095,Class 4,TRUE,,TRUE,TRUE,TRUE,3.4191,TRUE,Variable output compressor,Inverter,2.05,1.95,3.4055,3.5796
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,1.9,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.34,5.9,7.8,235,0,0,0,327,2.35,8,Calorimeter Room,3.327,3.4016,TRUE,0,1.61,1.61,0,0,3.319382525,3.393685855,2.1388,2.2874,2,2,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",20/9/24,Approved,Reverse Cycle,1095,Class 4,TRUE,,TRUE,TRUE,TRUE,3.327,TRUE,Variable output compressor,Inverter,2.34,2.35,3.3256,3.3964
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SHARP,0,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.5,2.5,2.5,,0,0,0,,0.51,2.6,Calorimeter Room,5.1793,5.1146,TRUE,0,1.5,1.5,0,0,5.12749719,5.064702828,5.755,5.6294,5.5,5.5,Calorimeter Room,Single,R32,Australia,19/9/24,Approved,Reverse Cycle,,Class 3,TRUE,,TRUE,TRUE,TRUE,5.1793,TRUE,Variable output compressor,Inverter,0.5,0.51,4.9498,5.0479
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SHARP,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.19,4.6,5.1,,0,0,0,,1.18,5.1,Calorimeter Room,4.3041,4.3367,TRUE,0,1.5,1.5,0,0,4.285822141,4.318156866,4.0716,4.1363,4,4,Calorimeter Room,Single,R32,Australia,11/9/24,Approved,Reverse Cycle,,Class 4,TRUE,,TRUE,TRUE,TRUE,4.3041,TRUE,Variable output compressor,Inverter,1.19,1.18,4.2675,4.3035
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,0.25,Non Ducted,Single Split System,Wall Hung,Air,,China,0.65,2.25,2.5,210,0,0,0,306,0,0,Calorimeter Room,3.8946,0,TRUE,0,1.5,0,0,0,3.86419924,0,3.2284,0,3,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",23/9/24,Approved,Cooling Only,814,Class 3,TRUE,,TRUE,TRUE,TRUE,3.8946,TRUE,Variable output compressor,Inverter,0.65,0,3.8164,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HISENSE,0.49,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.51,2.01,2.5,212,0,0,0,270,0.66,3.2,Calorimeter Room,5.0222,4.922,TRUE,0,3.5,3.5,0,0,4.904997731,4.830970727,5.31,5.1619,5,5,Calorimeter Room,Single,R32,Australia,20/9/24,Approved,Reverse Cycle,815,Class 3,FALSE,FALSE,,,,5.0222,TRUE,"Variable output compressor,Variable speed fan systems",Inverter,0.51,0.66,4.7908,4.7631
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SHARP,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.7,3,3.35,,0,0,0,,0.72,3.4,Calorimeter Room,4.8097,4.8011,TRUE,0,1.5,1.5,0,0,4.775093386,4.767494855,5.0502,5.035,5,5,Calorimeter Room,Single,R32,Australia,20/9/24,Approved,Reverse Cycle,,Class 3,TRUE,,TRUE,TRUE,TRUE,4.8097,TRUE,Variable output compressor,Inverter,0.7,0.72,4.7513,4.6892
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HISENSE,0.955,Non Ducted,Single Split System,Wall Hung,Air,,China,0.51,1.545,2.5,212,0,0,0,270,0,0,Calorimeter Room,4.904,0,TRUE,0,3.5,0,0,0,4.790653147,0,5.0813,0,5,0,Calorimeter Room,Single,R32,Australia,13/9/24,Approved,Cooling Only,815,Class 3,FALSE,FALSE,,,,4.904,TRUE,"Variable output compressor,Variable speed fan systems",Inverter,0.51,0,4.7908,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,0.5,Non Ducted,Single Split System,Wall Hung,Air,,China,1.51,4.5,5,225,0,0,0,310,0,0,Calorimeter Room,3.3218,0,TRUE,0,1.99,0,0,0,3.306800405,0,2.1136,0,2,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",23/9/24,Approved,Cooling Only,972,Class 4,TRUE,,TRUE,TRUE,TRUE,3.3218,TRUE,Variable output compressor,Inverter,1.51,0,3.2966,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TECO,1.4,Non Ducted,Single Split System,Wall Hung,Air,,China,2.05,5.6,7,235,0,0,0,327,0,0,Calorimeter Room,3.4191,0,TRUE,0,1.63,0,0,0,3.40980407,0,2.3196,0,2,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",23/9/24,Approved,Cooling Only,1095,Class 4,TRUE,,TRUE,TRUE,TRUE,3.4191,TRUE,Variable output compressor,Inverter,2.05,0,3.4055,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.3,Ducted,Single Split System,,Air,Air,"China,Australia",5,14.7,17,858,0,0,0,440,4.6,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,0,0,0,0,Calorimeter Room,Single,R410A,Australia,20/9/24,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,5,4.6,3.3772,3.7766
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.3,Ducted,Single Split System,,Air,Air,"China,Australia",5,14.7,17,858,0,0,0,440,4.6,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,0,0,0,0,Calorimeter Room,Single,R410A,Australia,20/9/24,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,5,4.6,3.3772,3.7766
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.3,Ducted,Single Split System,,Air,Air,"China,Australia",5,14.7,17,858,0,0,0,440,4.6,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,0,0,0,0,Calorimeter Room,Single,R410A,Australia,20/9/24,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,5,4.6,3.3772,3.7766
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.3,Ducted,Single Split System,,Air,Air,"China,Australia",5,14.7,17,858,0,0,0,440,4.6,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,0,0,0,0,Calorimeter Room,Single,R410A,Australia,20/9/24,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,5,4.6,3.3772,3.7766
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.23,Ducted,Single Split System,,Air,Air,"China,Australia",4.25,11.97,14.2,625,0,0,0,380,4.3,16.8,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,0,0,0,0,Calorimeter Room,Single,R410A,Australia,19/9/24,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,4.25,4.3,3.3148,3.8765
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.23,Ducted,Single Split System,,Air,Air,"China,Australia",4.25,11.97,14.2,625,0,0,0,380,4.3,16.8,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,0,0,0,0,Calorimeter Room,Single,R410A,Australia,19/9/24,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,4.25,4.3,3.3148,3.8765
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.23,Ducted,Single Split System,,Air,Air,"China,Australia",4.25,11.97,14.2,625,0,0,0,380,4.3,16.8,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,0,0,0,0,Calorimeter Room,Single,R410A,Australia,19/9/24,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,4.25,4.3,3.3148,3.8765
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Sygnal Ambient Intelligence,2.23,Ducted,Single Split System,,Air,Air,"China,Australia",4.25,11.97,14.2,625,0,0,0,380,4.3,16.8,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,0,0,0,0,Calorimeter Room,Single,R410A,Australia,19/9/24,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,4.25,4.3,3.3148,3.8765
